STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,DLY-CLDD-BASE45,Completeness Flag,DLY-CLDD-BASE50,Completeness Flag,DLY-CLDD-BASE55,Completeness Flag,DLY-CLDD-BASE57,Completeness Flag,DLY-CLDD-BASE60,Completeness Flag,DLY-CLDD-NORMAL,Completeness Flag,DLY-CLDD-BASE70,Completeness Flag,DLY-CLDD-BASE72,Completeness Flag,DLY-HTDD-BASE40,Completeness Flag,DLY-HTDD-BASE45,Completeness Flag,DLY-HTDD-BASE50,Completeness Flag,DLY-HTDD-BASE55,Completeness Flag,DLY-HTDD-BASE57,Completeness Flag,DLY-HTDD-BASE60,Completeness Flag,DLY-HTDD-NORMAL,Completeness Flag
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100517,7,R,5,R,3,R,2,R,2,R,1,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,1,R,2,R,3,R,4,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100518,7,R,5,R,3,R,2,R,2,R,1,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,1,R,2,R,2,R,4,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100519,8,R,5,R,3,R,2,R,2,R,1,R,-4321,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,2,R,2,R,4,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100520,8,R,6,R,3,R,2,R,2,R,1,R,1,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,1,R,2,R,4,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100521,8,R,6,R,3,R,3,R,2,R,1,R,1,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,1,R,2,R,4,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100522,8,R,6,R,3,R,3,R,2,R,1,R,1,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,1,R,2,R,4,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100523,8,R,6,R,4,R,3,R,2,R,1,R,1,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,1,R,2,R,4,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100524,9,R,6,R,4,R,3,R,2,R,1,R,1,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,1,R,2,R,3,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100525,9,R,6,R,4,R,3,R,2,R,1,R,1,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,1,R,2,R,3,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100526,9,R,7,R,4,R,3,R,2,R,1,R,1,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,1,R,2,R,3,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100527,9,R,7,R,4,R,3,R,2,R,1,R,1,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,1,R,2,R,3,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100528,9,R,7,R,4,R,3,R,2,R,1,R,1,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,1,R,1,R,3,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100529,9,R,7,R,4,R,4,R,3,R,1,R,1,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,1,R,1,R,3,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100530,10,R,7,R,4,R,4,R,3,R,1,R,1,R,1,R,-4321,R,-4321,R,-4321,R,1,R,1,R,1,R,3,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100531,10,R,7,R,5,R,4,R,3,R,2,R,1,R,1,R,-4321,R,-4321,R,-4321,R,1,R,1,R,1,R,2,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100601,11,R,8,R,5,R,4,R,3,R,2,R,1,R,1,R,-4321,R,-4321,R,-4321,R,1,R,1,R,1,R,2,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100602,11,R,8,R,5,R,4,R,3,R,2,R,1,R,1,R,-4321,R,-4321,R,-4321,R,1,R,1,R,1,R,2,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100603,11,R,8,R,6,R,4,R,3,R,2,R,1,R,1,R,0,R,-4321,R,-4321,R,-4321,R,1,R,1,R,2,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100604,11,R,8,R,6,R,4,R,3,R,2,R,1,R,1,R,0,R,-4321,R,-4321,R,-4321,R,1,R,1,R,2,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100605,11,R,8,R,6,R,5,R,3,R,2,R,1,R,1,R,0,R,-4321,R,-4321,R,-4321,R,1,R,1,R,2,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100606,11,R,8,R,6,R,5,R,4,R,2,R,1,R,1,R,0,R,-4321,R,-4321,R,-4321,R,1,R,1,R,2,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100607,12,R,9,R,6,R,5,R,4,R,2,R,1,R,1,R,0,R,-4321,R,-4321,R,-4321,R,1,R,1,R,2,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100608,12,R,9,R,6,R,6,R,4,R,2,R,1,R,1,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,2,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100609,12,R,9,R,7,R,6,R,4,R,2,R,1,R,1,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100610,12,R,9,R,7,R,6,R,4,R,2,R,1,R,1,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100611,12,R,9,R,7,R,6,R,4,R,2,R,1,R,1,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100612,13,R,10,R,7,R,6,R,4,R,3,R,1,R,1,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100613,13,R,10,R,7,R,6,R,5,R,3,R,1,R,1,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100614,13,R,10,R,7,R,6,R,5,R,3,R,1,R,1,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100615,13,R,11,R,8,R,7,R,5,R,3,R,1,R,1,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100616,13,R,11,R,8,R,7,R,5,R,3,R,1,R,1,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100617,13,R,11,R,8,R,7,R,6,R,3,R,1,R,1,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100618,13,R,11,R,8,R,7,R,6,R,3,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100619,14,R,11,R,8,R,7,R,6,R,3,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100620,14,R,11,R,8,R,7,R,6,R,3,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100621,14,R,11,R,8,R,7,R,6,R,3,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100622,14,R,12,R,9,R,8,R,6,R,3,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100623,14,R,12,R,9,R,8,R,6,R,4,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100624,14,R,12,R,9,R,8,R,6,R,4,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100625,14,R,12,R,9,R,8,R,6,R,4,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100626,14,R,12,R,9,R,8,R,7,R,4,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100627,15,R,12,R,9,R,8,R,7,R,4,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100628,15,R,12,R,9,R,8,R,7,R,4,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100629,15,R,12,R,9,R,8,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100630,15,R,12,R,9,R,8,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100701,15,R,12,R,9,R,8,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100702,15,R,12,R,9,R,8,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100703,15,R,12,R,9,R,8,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100704,16,R,13,R,10,R,9,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100705,16,R,13,R,10,R,9,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100706,16,R,13,R,10,R,9,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100707,16,R,13,R,10,R,9,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100708,16,R,13,R,10,R,9,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100709,16,R,13,R,10,R,9,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100710,16,R,13,R,10,R,9,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100711,16,R,13,R,10,R,9,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100712,16,R,13,R,10,R,9,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100713,16,R,13,R,10,R,9,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100714,16,R,13,R,10,R,9,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100715,16,R,13,R,10,R,9,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100716,16,R,13,R,10,R,9,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100717,16,R,13,R,10,R,9,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100718,16,R,13,R,10,R,9,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100719,16,R,13,R,10,R,9,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100720,16,R,13,R,10,R,9,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100721,16,R,13,R,10,R,9,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100722,16,R,13,R,10,R,9,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100723,16,R,13,R,10,R,9,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100724,16,R,13,R,10,R,9,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100725,16,R,13,R,10,R,9,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100726,16,R,13,R,10,R,9,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100727,15,R,12,R,9,R,8,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100728,15,R,12,R,9,R,8,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100729,15,R,12,R,9,R,8,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100730,15,R,12,R,9,R,8,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100731,15,R,12,R,9,R,8,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100801,15,R,12,R,9,R,8,R,7,R,4,R,2,R,2,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100802,15,R,12,R,9,R,8,R,7,R,4,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100803,15,R,12,R,9,R,8,R,7,R,4,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100804,15,R,12,R,9,R,8,R,7,R,4,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100805,15,R,12,R,9,R,8,R,7,R,4,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100806,15,R,12,R,9,R,8,R,7,R,4,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100807,15,R,12,R,9,R,8,R,7,R,4,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100808,15,R,12,R,9,R,8,R,7,R,4,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100809,15,R,12,R,9,R,8,R,7,R,4,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100810,15,R,12,R,9,R,8,R,7,R,4,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100811,15,R,12,R,9,R,8,R,7,R,4,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100812,15,R,12,R,9,R,8,R,7,R,4,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100813,15,R,12,R,9,R,8,R,7,R,4,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100814,15,R,12,R,9,R,8,R,7,R,4,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100815,15,R,12,R,9,R,8,R,7,R,4,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100816,14,R,12,R,9,R,8,R,7,R,4,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100817,14,R,12,R,9,R,8,R,6,R,4,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100818,14,R,12,R,9,R,8,R,6,R,4,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100819,14,R,12,R,9,R,8,R,6,R,3,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100820,14,R,12,R,9,R,8,R,6,R,3,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100821,14,R,12,R,9,R,8,R,6,R,3,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100822,14,R,12,R,9,R,8,R,6,R,3,R,2,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100823,14,R,12,R,8,R,8,R,6,R,3,R,1,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100824,14,R,11,R,8,R,7,R,6,R,3,R,1,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100825,14,R,11,R,8,R,7,R,6,R,3,R,1,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100826,14,R,11,R,8,R,7,R,6,R,3,R,1,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100827,14,R,11,R,8,R,7,R,6,R,3,R,1,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100828,13,R,11,R,8,R,7,R,6,R,3,R,1,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100829,13,R,11,R,8,R,7,R,5,R,3,R,1,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100830,13,R,11,R,8,R,7,R,5,R,3,R,1,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100831,13,R,11,R,8,R,7,R,5,R,3,R,1,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100901,13,R,10,R,7,R,6,R,5,R,3,R,1,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100902,13,R,10,R,7,R,6,R,4,R,2,R,1,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100903,13,R,10,R,7,R,6,R,4,R,2,R,1,R,1,R,0,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100904,12,R,9,R,7,R,6,R,4,R,2,R,1,R,1,R,0,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100905,12,R,9,R,7,R,6,R,4,R,2,R,1,R,1,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100906,12,R,9,R,7,R,6,R,4,R,2,R,1,R,1,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100907,12,R,9,R,6,R,5,R,4,R,2,R,1,R,1,R,0,R,0,R,-4321,R,-4321,R,-4321,R,1,R,1,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100908,12,R,9,R,6,R,5,R,4,R,2,R,1,R,1,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,2,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100909,11,R,8,R,6,R,5,R,3,R,2,R,1,R,1,R,0,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,2,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100910,11,R,8,R,6,R,4,R,3,R,2,R,1,R,1,R,-4321,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,2,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100911,11,R,8,R,6,R,4,R,3,R,2,R,1,R,-4321,R,-4321,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,2,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100912,11,R,8,R,5,R,4,R,3,R,1,R,1,R,-4321,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,1,R,2,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100913,11,R,8,R,5,R,4,R,3,R,1,R,1,R,-4321,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,1,R,2,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100914,10,R,7,R,5,R,4,R,3,R,1,R,1,R,-4321,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,1,R,2,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100915,10,R,7,R,4,R,4,R,2,R,1,R,1,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,1,R,1,R,2,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100916,9,R,7,R,4,R,3,R,2,R,1,R,-4321,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,1,R,1,R,2,R
GHCND:USC00118324,STREAMWOOD IL US,249.6,42.02556,-88.17833,20100917,9,R,7,R,4,R,3,R,2,R,1,R,-4321,R,-4321,R,-4321,R,-4321,R,-4321,R,1,R,1,R,1,R,3,R
